uuid,unitsSold,unitPrice,unitCost,totalRevenue,totalCost,totalProfit
128163516,5287,437.2,263.33,2311476.4,1392225.71,919250.69
488041722,1246,668.27,502.54,832664.42,626164.84,206499.58
460281074,6253,154.06,90.93,963337.18,568585.29,394751.89
646492898,470,152.58,97.44,71712.6,45796.8,25915.8
818601024,1089,255.28,159.42,277999.92,173608.38,104391.54
368841779,7334,651.21,524.96,4775974.14,3850056.64,925917.5
559763991,5459,668.27,502.54,3648085.93,2743365.86,904720.07
474228990,3751,9.33,6.92,34996.83,25956.92,9039.91
165410602,7528,81.73,56.67,615263.44,426611.76,188651.68
206795156,4137,255.28,159.42,1056093.36,659520.54,396572.82
342181479,7959,152.58,97.44,1214384.22,775524.96,438859.26
835680902,5404,437.2,263.33,2362628.8,1423035.32,939593.48
221717250,9916,437.2,263.33,4335275.2,2611180.28,1724094.92
255026853,6968,152.58,97.44,1063177.44,678961.92,384215.52
960658538,9064,205.7,117.11,1864464.8,1061485.04,802979.76
183973634,741,152.58,97.44,113061.78,72203.04,40858.74
340645968,3567,47.45,31.79,169254.15,113394.93,55859.22
766661870,1139,47.45,31.79,54045.55,36208.81,17836.74
868320167,4088,668.27,502.54,2731887.76,2054383.52,677504.24
572232186,5075,421.89,364.69,2141091.75,1850801.75,290290
775321757,3792,205.7,117.11,780014.4,444081.12,335933.28
194825208,1963,668.27,502.54,1311814.01,986486.02,325327.99
318291366,8343,668.27,502.54,5575376.61,4192691.22,1382685.39
453581559,3718,154.06,90.93,572795.08,338077.74,234717.34
878869616,5905,152.58,97.44,900984.9,575383.2,325601.7
592641866,4753,437.2,263.33,2078011.6,1251607.49,826404.11
463697135,7141,421.89,364.69,3012716.49,2604251.29,408465.2
981146752,1982,81.73,56.67,161988.86,112319.94,49668.92
904414546,5217,651.21,524.96,3397362.57,2738716.32,658646.25
413236844,4820,668.27,502.54,3221061.4,2422242.8,798818.6
657662475,5796,437.2,263.33,2534011.2,1526260.68,1007750.52
608052766,5181,651.21,524.96,3373919.01,2719817.76,654101.25
205081546,7042,205.7,117.11,1448539.4,824688.62,623850.78
809735143,7478,421.89,364.69,3154893.42,2727151.82,427741.6
253312385,9619,205.7,117.11,1978628.3,1126481.09,852147.21
487424600,8626,437.2,263.33,3771287.2,2271484.58,1499802.62
833995616,6691,255.28,159.42,1708078.48,1066679.22,641399.26
235261762,8038,668.27,502.54,5371554.26,4039416.52,1332137.74
403771865,3922,651.21,524.96,2554045.62,2058893.12,495152.5
872387254,7630,255.28,159.42,1947786.4,1216374.6,731411.8
344281756,9477,421.89,364.69,3998251.53,3456167.13,542084.4
742941701,1814,81.73,56.67,148258.22,102799.38,45458.84
462165915,4020,9.33,6.92,37506.6,27818.4,9688.2
216065728,7505,205.7,117.11,1543778.5,878910.55,664867.95
789064967,713,668.27,502.54,476476.51,358311.02,118165.49
785899960,4118,651.21,524.96,2681682.78,2161785.28,519897.5
681619536,5223,255.28,159.42,1333327.44,832650.66,500676.78
571585023,3565,668.27,502.54,2382382.55,1791555.1,590827.45
621470248,5712,109.28,35.84,624207.36,204718.08,419489.28
617261540,262,154.06,90.93,40363.72,23823.66,16540.06
415257728,2844,109.28,35.84,310792.32,101928.96,208863.36
392070138,1121,47.45,31.79,53191.45,35636.59,17554.86
994622600,9785,47.45,31.79,464298.25,311065.15,153233.1
490151441,5558,81.73,56.67,454255.34,314971.86,139283.48
816205489,2197,152.58,97.44,335218.26,214075.68,121142.58
830646073,5487,437.2,263.33,2398916.4,1444891.71,954024.69
361647021,8245,81.73,56.67,673863.85,467244.15,206619.7
657694661,5321,651.21,524.96,3465088.41,2793312.16,671776.25
337587821,8593,154.06,90.93,1323837.58,781361.49,542476.09
340437829,1974,81.73,56.67,161335.02,111866.58,49468.44
775668513,6405,109.28,35.84,699938.4,229555.2,470383.2
473016202,4860,255.28,159.42,1240660.8,774781.2,465879.6
132529723,7345,421.89,364.69,3098782.05,2678648.05,420134
974570405,5895,651.21,524.96,3838882.95,3094639.2,744243.75
689812076,9577,109.28,35.84,1046574.56,343239.68,703334.88
189241063,9491,421.89,364.69,4004157.99,3461272.79,542885.2
454156196,3765,668.27,502.54,2516036.55,1892063.1,623973.45
286168801,2562,109.28,35.84,279975.36,91822.08,188153.28
357202708,3074,152.58,97.44,469030.92,299530.56,169500.36
959494245,4524,154.06,90.93,696967.44,411367.32,285600.12
655592238,3167,47.45,31.79,150274.15,100678.93,49595.22
328358018,7289,255.28,159.42,1860735.92,1162012.38,698723.54
930965411,2208,205.7,117.11,454185.6,258578.88,195606.72
336900746,5272,421.89,364.69,2224204.08,1922645.68,301558.4
989962852,862,421.89,364.69,363669.18,314362.78,49306.4
454263055,5388,9.33,6.92,50270.04,37284.96,12985.08
864225184,2292,47.45,31.79,108755.4,72862.68,35892.72
374585568,7049,154.06,90.93,1085968.94,640965.57,445003.37
810393035,2163,109.28,35.84,236372.64,77521.92,158850.72
917008912,2170,109.28,35.84,237137.6,77772.8,159364.8
410107028,8638,154.06,90.93,1330770.28,785453.34,545316.94
425673711,5165,205.7,117.11,1062440.5,604873.15,457567.35
370007789,2382,668.27,502.54,1591819.14,1197050.28,394768.86
169720590,2949,668.27,502.54,1970728.23,1481990.46,488737.77
721735942,6559,668.27,502.54,4383182.93,3296159.86,1087023.07
743290174,4935,152.58,97.44,752982.3,480866.4,272115.9
821932113,6832,668.27,502.54,4565620.64,3433353.28,1132267.36
265523087,3037,154.06,90.93,467880.22,276154.41,191725.81
252236926,1367,205.7,117.11,281191.9,160089.37,121102.53
680559957,1670,47.45,31.79,79241.5,53089.3,26152.2
619291007,826,47.45,31.79,39193.7,26258.54,12935.16
557541406,7747,47.45,31.79,367595.15,246277.13,121318.02
154734981,8374,47.45,31.79,397346.3,266209.46,131136.84
490608060,682,81.73,56.67,55739.86,38648.94,17090.92
915209472,9676,81.73,56.67,790819.48,548338.92,242480.56
398900544,2390,668.27,502.54,1597165.3,1201070.6,396094.7
682355105,2894,9.33,6.92,27001.02,20026.48,6974.54
426559484,7285,47.45,31.79,345673.25,231590.15,114083.1
162812507,8694,255.28,159.42,2219404.32,1385997.48,833406.84
942725503,2281,668.27,502.54,1524323.87,1146293.74,378030.13
288222301,239,651.21,524.96,155639.19,125465.44,30173.75
741539227,6791,437.2,263.33,2969025.2,1788274.03,1180751.17
415225112,3193,437.2,263.33,1395979.6,840812.69,555166.91
642141282,2730,154.06,90.93,420583.8,248238.9,172344.9
125461566,5720,81.73,56.67,467495.6,324152.4,143343.2
788672292,4512,668.27,502.54,3015234.24,2267460.48,747773.76
125572288,8485,81.73,56.67,693479.05,480844.95,212634.1
650272881,9051,109.28,35.84,989093.28,324387.84,664705.44
447197902,4652,47.45,31.79,220737.4,147887.08,72850.32
821083676,5761,81.73,56.67,470846.53,326475.87,144370.66
446979033,9884,9.33,6.92,92217.72,68397.28,23820.44
320245301,6556,437.2,263.33,2866283.2,1726391.48,1139891.72
606556308,2345,109.28,35.84,256261.6,84044.8,172216.8
191898381,5850,205.7,117.11,1203345,685093.5,518251.5
732570350,2701,651.21,524.96,1758918.21,1417916.96,341001.25
805183541,558,109.28,35.84,60978.24,19998.72,40979.52
856661784,4114,437.2,263.33,1798640.8,1083339.62,715301.18
954241406,92,651.21,524.96,59911.32,48296.32,11615
335471236,2249,651.21,524.96,1464571.29,1180635.04,283936.25
558212602,6368,152.58,97.44,971629.44,620497.92,351131.52
550639331,5269,421.89,364.69,2222938.41,1921551.61,301386.8
661237752,3800,109.28,35.84,415264,136192,279072
408806693,3840,154.06,90.93,591590.4,349171.2,242419.2
732457482,9301,81.73,56.67,760170.73,527087.67,233083.06
841613948,1125,152.58,97.44,171652.5,109620,62032.5
466012418,2285,651.21,524.96,1488014.85,1199533.6,288481.25
305701720,2787,421.89,364.69,1175807.43,1016391.03,159416.4
681043183,4667,437.2,263.33,2040412.4,1228961.11,811451.29
182710635,6992,81.73,56.67,571456.16,396236.64,175219.52
621690404,861,81.73,56.67,70369.53,48792.87,21576.66
279281318,4403,205.7,117.11,905697.1,515635.33,390061.77
657094705,7780,47.45,31.79,369161,247326.2,121834.8
627054393,8184,152.58,97.44,1248714.72,797448.96,451265.76
481396710,4839,651.21,524.96,3151205.19,2540281.44,610923.75
582670485,4000,154.06,90.93,616240,363720,252520
913737046,3952,47.45,31.79,187522.4,125634.08,61888.32
627770221,14,152.58,97.44,2136.12,1364.16,771.96
298256337,9533,437.2,263.33,4167827.6,2510324.89,1657502.71
568994224,6890,154.06,90.93,1061473.4,626507.7,434965.7
804095208,8496,421.89,364.69,3584377.44,3098406.24,485971.2
437983119,7793,109.28,35.84,851619.04,279301.12,572317.92
325394284,255,205.7,117.11,52453.5,29863.05,22590.45
491377532,8386,421.89,364.69,3537969.54,3058290.34,479679.2
581294190,6723,152.58,97.44,1025795.34,655089.12,370706.22
310818088,6834,47.45,31.79,324273.3,217252.86,107020.44
815935552,2316,154.06,90.93,356802.96,210593.88,146209.08
602945411,3801,47.45,31.79,180357.45,120833.79,59523.66
498458993,3948,205.7,117.11,812103.6,462350.28,349753.32
499400126,2450,651.21,524.96,1595464.5,1286152,309312.5
223005139,1031,9.33,6.92,9619.23,7134.52,2484.71
256822860,8446,47.45,31.79,400762.7,268498.34,132264.36
808714616,5481,81.73,56.67,447962.13,310608.27,137353.86
356854236,9953,81.73,56.67,813458.69,564036.51,249422.18
599728047,1711,47.45,31.79,81186.95,54392.69,26794.26
606134879,7635,81.73,56.67,624008.55,432675.45,191333.1
865186059,6636,421.89,364.69,2799662.04,2420082.84,379579.2
136305415,4656,81.73,56.67,380534.88,263855.52,116679.36
399229276,9669,81.73,56.67,790247.37,547942.23,242305.14
104006469,6680,9.33,6.92,62324.4,46225.6,16098.8
920998322,2725,255.28,159.42,695638,434419.5,261218.5
990878665,1871,668.27,502.54,1250333.17,940252.34,310080.83
774633824,218,421.89,364.69,91972.02,79502.42,12469.6
803562629,894,255.28,159.42,228220.32,142521.48,85698.84
329276406,9061,651.21,524.96,5900613.81,4756662.56,1143951.25
473698985,6911,255.28,159.42,1764240.08,1101751.62,662488.46
179066693,8669,47.45,31.79,411344.05,275587.51,135756.54
257928359,5588,437.2,263.33,2443073.6,1471488.04,971585.56
243145310,955,152.58,97.44,145713.9,93055.2,52658.7
637891376,5088,152.58,97.44,776327.04,495774.72,280552.32
665652883,335,47.45,31.79,15895.75,10649.65,5246.1
520228660,6076,255.28,159.42,1551081.28,968635.92,582445.36
915730035,3722,81.73,56.67,304199.06,210925.74,93273.32
836580836,1715,651.21,524.96,1116825.15,900306.4,216518.75
687517392,529,47.45,31.79,25101.05,16816.91,8284.14
943588531,7670,81.73,56.67,626869.1,434658.9,192210.2
800155580,2672,152.58,97.44,407693.76,260359.68,147334.08
422892367,2104,47.45,31.79,99834.8,66886.16,32948.64
497785222,4564,255.28,159.42,1165097.92,727592.88,437505.04
881132972,5682,9.33,6.92,53013.06,39319.44,13693.62
149546945,3119,109.28,35.84,340844.32,111784.96,229059.36
549950969,1568,421.89,364.69,661523.52,571833.92,89689.6
349581372,7751,154.06,90.93,1194119.06,704798.43,489320.63
585986983,5425,437.2,263.33,2371810,1428565.25,943244.75
117029130,375,668.27,502.54,250601.25,188452.5,62148.75
570881640,5419,81.73,56.67,442894.87,307094.73,135800.14
496030843,5404,154.06,90.93,832540.24,491385.72,341154.52
311275565,2212,81.73,56.67,180786.76,125354.04,55432.72
955727136,9753,109.28,35.84,1065807.84,349547.52,716260.32
738809382,8969,437.2,263.33,3921246.8,2361806.77,1559440.03
290258634,2835,255.28,159.42,723718.8,451955.7,271763.1
310123717,1354,109.28,35.84,147965.12,48527.36,99437.76
218765962,6564,437.2,263.33,2869780.8,1728498.12,1141282.68
406859195,7532,81.73,56.67,615590.36,426838.44,188751.92
885389745,5356,109.28,35.84,585303.68,191959.04,393344.64
835656440,8166,109.28,35.84,892380.48,292669.44,599711.04
859270608,6123,437.2,263.33,2676975.6,1612369.59,1064606.01
728156077,6419,255.28,159.42,1638642.32,1023316.98,615325.34
734549176,8279,668.27,502.54,5532607.33,4160528.66,1372078.67
340998733,7958,47.45,31.79,377607.1,252984.82,124622.28
430366075,3740,205.7,117.11,769318,437991.4,331326.6
155825030,944,668.27,502.54,630846.88,474397.76,156449.12
990861928,6918,255.28,159.42,1766027.04,1102867.56,663159.48
879275596,6043,651.21,524.96,3935262.03,3172333.28,762928.75
985177361,4729,47.45,31.79,224391.05,150334.91,74056.14
742991054,6419,152.58,97.44,979411.02,625467.36,353943.66
107453000,6585,255.28,159.42,1681018.8,1049780.7,631238.1
903612029,7735,421.89,364.69,3263319.15,2820877.15,442442
976829469,4402,205.7,117.11,905491.4,515518.22,389973.18
942779147,8155,668.27,502.54,5449741.85,4098213.7,1351528.15
137447392,2593,152.58,97.44,395639.94,252661.92,142978.02
667133033,8344,651.21,524.96,5433696.24,4380266.24,1053430
658447396,8072,109.28,35.84,882108.16,289300.48,592807.68
108314311,1466,651.21,524.96,954673.86,769591.36,185082.5
433970105,253,152.58,97.44,38602.74,24652.32,13950.42
422963607,3185,9.33,6.92,29716.05,22040.2,7675.85
283156144,1050,255.28,159.42,268044,167391,100653
292721545,1665,9.33,6.92,15534.45,11521.8,4012.65
350146138,4878,255.28,159.42,1245255.84,777650.76,467605.08
424228751,7570,651.21,524.96,4929659.7,3973947.2,955712.5
104080712,8651,9.33,6.92,80713.83,59864.92,20848.91
849125850,4063,421.89,364.69,1714139.07,1481735.47,232403.6
139100492,1781,152.58,97.44,271744.98,173540.64,98204.34
924053466,6810,255.28,159.42,1738456.8,1085650.2,652806.6
374346101,6185,81.73,56.67,505500.05,350503.95,154996.1
230652225,3974,9.33,6.92,37077.42,27500.08,9577.34
953958165,6275,154.06,90.93,966726.5,570585.75,396140.75
375562751,6219,9.33,6.92,58023.27,43035.48,14987.79
447077310,8966,154.06,90.93,1381301.96,815278.38,566023.58
490425670,6709,109.28,35.84,733159.52,240450.56,492708.96
347844159,3671,109.28,35.84,401166.88,131568.64,269598.24
831881606,1108,651.21,524.96,721540.68,581655.68,139885
575399339,2306,81.73,56.67,188469.38,130681.02,57788.36
981571185,7581,154.06,90.93,1167928.86,689340.33,478588.53
373883473,9283,651.21,524.96,6045182.43,4873203.68,1171978.75
746135032,6792,668.27,502.54,4538889.84,3413251.68,1125638.16
112437188,1517,81.73,56.67,123984.41,85968.39,38016.02
157213771,1903,205.7,117.11,391447.1,222860.33,168586.77
385201108,8423,651.21,524.96,5485141.83,4421738.08,1063403.75
371448028,8581,437.2,263.33,3751613.2,2259634.73,1491978.47
211315858,1913,668.27,502.54,1278400.51,961359.02,317041.49
970478427,4988,9.33,6.92,46538.04,34516.96,12021.08
634922063,6403,205.7,117.11,1317097.1,749855.33,567241.77
860945594,1788,154.06,90.93,275459.28,162582.84,112876.44
225160348,8805,47.45,31.79,417797.25,279910.95,137886.3
974490153,2147,205.7,117.11,441637.9,251435.17,190202.73
476171338,8535,421.89,364.69,3600831.15,3112629.15,488202
667752730,1727,437.2,263.33,755044.4,454770.91,300273.49
407095658,7507,668.27,502.54,5016702.89,3772567.78,1244135.11
422373950,8693,152.58,97.44,1326377.94,847045.92,479332.02
162073934,133,205.7,117.11,27358.1,15575.63,11782.47
944994437,3709,255.28,159.42,946833.52,591288.78,355544.74
110246789,3330,205.7,117.11,684981,389976.3,295004.7
467254817,9939,81.73,56.67,812314.47,563243.13,249071.34
845754849,6509,152.58,97.44,993143.22,634236.96,358906.26
145795714,3047,205.7,117.11,626767.9,356834.17,269933.73
487738740,1587,154.06,90.93,244493.22,144305.91,100187.31
462257754,1197,109.28,35.84,130808.16,42900.48,87907.68
980339086,2976,437.2,263.33,1301107.2,783670.08,517437.12
323281562,5053,81.73,56.67,412981.69,286353.51,126628.18
892696511,7590,668.27,502.54,5072169.3,3814278.6,1257890.7
660507762,7780,154.06,90.93,1198586.8,707435.4,491151.4
818951642,4845,437.2,263.33,2118234,1275833.85,842400.15
830576980,5040,668.27,502.54,3368080.8,2532801.6,835279.2
678245103,6653,154.06,90.93,1024961.18,604957.29,420003.89
415129840,5000,109.28,35.84,546400,179200,367200
614717519,7429,205.7,117.11,1528145.3,870010.19,658135.11
120806968,8321,668.27,502.54,5560674.67,4181635.34,1379039.33
997509515,4087,81.73,56.67,334030.51,231610.29,102420.22
879248988,8169,205.7,117.11,1680363.3,956671.59,723691.71
620761716,6041,205.7,117.11,1242633.7,707461.51,535172.19
247096526,208,668.27,502.54,139000.16,104528.32,34471.84
303614747,5205,81.73,56.67,425404.65,294967.35,130437.3
505990207,2601,668.27,502.54,1738170.27,1307106.54,431063.73
190209233,5994,81.73,56.67,489889.62,339679.98,150209.64
562570655,6013,255.28,159.42,1534998.64,958592.46,576406.18
649685800,5320,421.89,364.69,2244454.8,1940150.8,304304
448478496,3608,81.73,56.67,294881.84,204465.36,90416.48
476185071,2599,81.73,56.67,212416.27,147285.33,65130.94
420354354,1049,152.58,97.44,160056.42,102214.56,57841.86
488847672,9744,668.27,502.54,6511622.88,4896749.76,1614873.12
959838855,6502,437.2,263.33,2842674.4,1712171.66,1130502.74
831814229,1170,154.06,90.93,180250.2,106388.1,73862.1
973572623,629,651.21,524.96,409611.09,330199.84,79411.25
974225366,3790,437.2,263.33,1656988,998020.7,658967.3
493196284,6595,81.73,56.67,539009.35,373738.65,165270.7
610221707,7019,437.2,263.33,3068706.8,1848313.27,1220393.53
675350463,65,255.28,159.42,16593.2,10362.3,6230.9
558943879,2770,154.06,90.93,426746.2,251876.1,174870.1
201675784,9201,255.28,159.42,2348831.28,1466823.42,882007.86
964532506,5457,9.33,6.92,50913.81,37762.44,13151.37
678812873,4669,668.27,502.54,3120152.63,2346359.26,773793.37
396128213,1996,651.21,524.96,1299815.16,1047820.16,251995
338402354,9632,109.28,35.84,1052584.96,345210.88,707374.08
347871625,1799,152.58,97.44,274491.42,175294.56,99196.86
337084853,9754,109.28,35.84,1065917.12,349583.36,716333.76
738903367,6781,421.89,364.69,2860836.09,2472962.89,387873.2
256500995,3199,255.28,159.42,816640.72,509984.58,306656.14
813364064,1356,255.28,159.42,346159.68,216173.52,129986.16
803291404,632,651.21,524.96,411564.72,331774.72,79790
940394341,2438,152.58,97.44,371990.04,237558.72,134431.32
209096705,5217,47.45,31.79,247546.65,165848.43,81698.22
814134824,9441,205.7,117.11,1942013.7,1105635.51,836378.19
530557525,2617,255.28,159.42,668067.76,417202.14,250865.62
353726136,4279,109.28,35.84,467609.12,153359.36,314249.76
449314486,996,152.58,97.44,151969.68,97050.24,54919.44
603308904,1366,154.06,90.93,210445.96,124210.38,86235.58
672008216,1019,421.89,364.69,429905.91,371619.11,58286.8
132023751,7617,154.06,90.93,1173475.02,692613.81,480861.21
330279338,5850,152.58,97.44,892593,570024,322569
434011304,2444,47.45,31.79,115967.8,77694.76,38273.04
580768477,1153,154.06,90.93,177631.18,104842.29,72788.89
528412187,7763,47.45,31.79,368354.35,246785.77,121568.58
105116260,5092,9.33,6.92,47508.36,35236.64,12271.72
559367024,7988,255.28,159.42,2039176.64,1273446.96,765729.68
509963309,8331,668.27,502.54,5567357.37,4186660.74,1380696.63
896016442,32,81.73,56.67,2615.36,1813.44,801.92
926950252,4033,9.33,6.92,37627.89,27908.36,9719.53
332501065,3309,152.58,97.44,504887.22,322428.96,182458.26
