uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date
230451381,Ethiopia,Vegetables,Offline,M,2/25/17,Sub-Saharan Africa,2/25/17
409659421,Cape Verde,Fruits,Online,C,2/15/13,Sub-Saharan Africa,2/20/13
754939544,Kosovo,Office Supplies,Online,M,10/30/11,Europe,12/11/11
911653077,Dominican Republic,Personal Care,Online,M,6/21/10,Central America and the Caribbean,8/6/10
595473849,Monaco,Household,Online,M,2/8/11,Europe,3/18/11
942388188,Federated States of Micronesia,Fruits,Offline,H,11/11/16,Australia and Oceania,11/16/16
458694922,The Bahamas,Cereal,Offline,H,12/31/12,Central America and the Caribbean,1/21/13
871005380,Barbados,Personal Care,Online,C,2/17/16,Central America and the Caribbean,3/11/16
376243388,Burkina Faso,Office Supplies,Offline,M,6/4/17,Sub-Saharan Africa,7/10/17
391645276,Slovakia,Snacks,Online,C,9/11/16,Europe,10/30/16
604759871,Samoa ,Fruits,Offline,L,1/14/11,Australia and Oceania,2/22/11
323448503,Cambodia,Clothes,Online,H,9/29/13,Asia,11/15/13
725884997,South Sudan,Clothes,Online,H,9/6/12,Sub-Saharan Africa,9/7/12
810555684,Chad,Cosmetics,Offline,C,12/2/11,Sub-Saharan Africa,1/15/12
546259391,South Korea,Cereal,Offline,C,10/20/12,Asia,10/23/12
422107446,Georgia,Office Supplies,Offline,H,3/7/10,Europe,4/2/10
997523677,Montenegro,Baby Food,Online,C,4/25/11,Europe,6/6/11
652244412,Cambodia,Personal Care,Online,H,12/17/16,Asia,2/2/17
536318480,Lebanon,Beverages,Online,M,1/6/10,Middle East and North Africa,1/29/10
520107209,Tonga,Personal Care,Offline,H,4/18/12,Australia and Oceania,5/5/12
544284427,Guinea,Fruits,Offline,L,8/10/12,Sub-Saharan Africa,8/26/12
169836461,Mozambique,Cosmetics,Offline,L,12/22/15,Sub-Saharan Africa,1/7/16
828062140,Mauritius ,Beverages,Offline,L,2/10/17,Sub-Saharan Africa,2/13/17
870572793,Cyprus,Household,Online,C,10/24/11,Europe,11/23/11
519292247,Andorra,Snacks,Offline,M,11/11/15,Europe,12/12/15
516456830,Canada,Fruits,Offline,L,10/25/15,North America,11/3/15
774615371,Croatia,Vegetables,Offline,C,8/29/10,Europe,9/3/10
826629197,The Gambia,Snacks,Online,L,8/3/15,Sub-Saharan Africa,8/23/15
275672137,Greece,Snacks,Online,H,10/12/12,Europe,11/27/12
145230519,United States of America,Baby Food,Online,C,10/11/15,North America,11/16/15
629103171,Philippines,Vegetables,Online,M,9/2/12,Asia,10/6/12
641401422,Chad,Fruits,Online,H,5/6/15,Sub-Saharan Africa,6/21/15
966549098,Netherlands,Personal Care,Offline,C,3/28/10,Europe,4/13/10
209282529,Armenia,Household,Offline,C,2/24/15,Europe,2/25/15
644650542,Costa Rica,Cosmetics,Online,C,11/10/14,Central America and the Caribbean,12/29/14
568014466,Costa Rica,Fruits,Offline,L,5/15/10,Central America and the Caribbean,5/31/10
145048129,Zimbabwe,Fruits,Offline,C,2/3/15,Sub-Saharan Africa,2/4/15
961737859,Uzbekistan,Meat,Online,H,3/21/13,Asia,4/5/13
174382483,Afghanistan,Baby Food,Online,M,7/8/16,Middle East and North Africa,7/14/16
859593331,Ghana,Snacks,Online,M,2/5/15,Sub-Saharan Africa,3/15/15
764294230,Jordan,Cosmetics,Online,C,6/27/11,Middle East and North Africa,7/6/11
855721509,Ukraine,Personal Care,Offline,C,11/8/16,Europe,12/13/16
371423995,Pakistan,Cosmetics,Online,H,12/8/16,Middle East and North Africa,12/24/16
869263017,Cameroon,Meat,Offline,C,9/3/13,Sub-Saharan Africa,9/22/13
377412402,Botswana,Vegetables,Online,C,11/9/13,Sub-Saharan Africa,12/27/13
144358479,Niger,Fruits,Offline,H,3/13/10,Sub-Saharan Africa,3/30/10
588900077,Morocco,Clothes,Offline,H,5/29/15,Middle East and North Africa,7/3/15
850148522,Ethiopia,Fruits,Offline,M,12/18/12,Sub-Saharan Africa,1/5/13
137527644,Guinea,Cosmetics,Online,M,12/3/13,Sub-Saharan Africa,12/26/13
880773770,Slovakia,Household,Online,H,4/4/15,Europe,4/25/15
179935729,Ukraine,Cereal,Online,H,3/19/11,Europe,4/8/11
155374848,Georgia,Office Supplies,Offline,H,4/3/12,Europe,5/15/12
297764956,Sudan,Clothes,Online,C,12/22/10,Sub-Saharan Africa,2/6/11
618092381,Swaziland,Cereal,Online,L,3/5/16,Sub-Saharan Africa,3/9/16
297655951,Mexico,Fruits,Online,M,3/23/11,North America,4/23/11
838066995,Uganda,Cereal,Online,C,11/2/10,Sub-Saharan Africa,12/21/10
211249339,Malta,Office Supplies,Online,L,11/15/11,Europe,12/6/11
509439313,Netherlands,Household,Online,C,3/30/12,Europe,4/23/12
295185744,Central African Republic,Household,Online,C,9/22/14,Sub-Saharan Africa,10/15/14
451349961,Mauritania,Household,Offline,C,7/30/15,Sub-Saharan Africa,9/14/15
131105792,Madagascar,Vegetables,Online,C,11/28/15,Sub-Saharan Africa,12/5/15
807939565,The Bahamas,Clothes,Online,L,4/30/10,Central America and the Caribbean,6/8/10
425650107,Kosovo,Office Supplies,Online,C,6/9/13,Europe,6/15/13
148348748,Serbia,Fruits,Online,H,8/12/10,Europe,9/23/10
310459315,Lithuania,Household,Offline,H,10/19/14,Europe,11/1/14
866718137,Panama,Office Supplies,Offline,H,4/15/17,Central America and the Caribbean,4/20/17
942174041,China,Household,Online,H,3/23/14,Asia,4/30/14
182188355,Cyprus,Cereal,Offline,M,5/21/10,Europe,7/4/10
102434909,Angola,Household,Offline,C,5/29/15,Sub-Saharan Africa,7/15/15
938900029,Mongolia,Baby Food,Online,M,4/8/17,Asia,5/11/17
297882544,Bhutan,Clothes,Offline,L,5/15/16,Asia,6/9/16
805993783,Djibouti,Office Supplies,Offline,H,3/8/14,Sub-Saharan Africa,3/18/14
660157573,Papua New Guinea,Household,Online,H,1/8/17,Australia and Oceania,1/23/17
377610242,Bulgaria,Household,Offline,M,2/17/17,Europe,3/17/17
545900619,Eritrea,Snacks,Offline,L,8/7/11,Sub-Saharan Africa,9/2/11
472890031,Thailand,Office Supplies,Online,C,9/20/13,Asia,11/8/13
436752307,Equatorial Guinea,Household,Offline,L,5/13/11,Sub-Saharan Africa,6/8/11
335973775,Cote d'Ivoire,Personal Care,Offline,H,3/2/16,Sub-Saharan Africa,4/20/16
139353263,Panama,Cosmetics,Offline,C,5/4/14,Central America and the Caribbean,6/22/14
336002099,Uganda,Office Supplies,Online,H,11/12/15,Sub-Saharan Africa,11/29/15
585344111,Greece,Cereal,Offline,L,11/11/12,Europe,12/18/12
167115628,Cote d'Ivoire,Baby Food,Offline,L,9/1/13,Sub-Saharan Africa,9/4/13
231365478,Philippines,Baby Food,Online,C,4/25/16,Asia,6/14/16
648454988,San Marino,Office Supplies,Online,L,5/1/12,Europe,5/24/12
459057986,United Arab Emirates,Cereal,Online,C,3/30/13,Middle East and North Africa,4/5/13
124160802,Democratic Republic of the Congo,Fruits,Offline,H,6/30/16,Sub-Saharan Africa,8/19/16
175062263,Canada,Office Supplies,Online,H,10/24/16,North America,12/2/16
763373696,Tunisia ,Snacks,Offline,M,7/22/17,Middle East and North Africa,8/15/17
311018931,Niger,Snacks,Offline,C,10/16/11,Sub-Saharan Africa,11/28/11
460234296,Tajikistan,Office Supplies,Online,M,5/14/16,Asia,6/29/16
223568618,France,Clothes,Offline,C,2/15/15,Europe,3/10/15
933883225,Panama,Snacks,Online,L,9/7/15,Central America and the Caribbean,10/6/15
394351947,Slovenia,Personal Care,Online,M,5/15/15,Europe,5/17/15
528461110,Denmark,Clothes,Online,L,7/28/12,Europe,9/15/12
630009543,Federated States of Micronesia,Fruits,Online,H,7/16/10,Australia and Oceania,7/26/10
513108575,China,Personal Care,Online,M,7/29/13,Asia,9/11/13
962182033,Panama,Meat,Offline,M,9/10/15,Central America and the Caribbean,10/24/15
581966245,Gabon,Meat,Offline,L,12/22/11,Sub-Saharan Africa,1/7/12
747510039,Equatorial Guinea,Baby Food,Offline,H,6/28/17,Sub-Saharan Africa,7/6/17
654174745,Niger,Vegetables,Online,M,7/9/10,Sub-Saharan Africa,8/6/10
467634189,Burkina Faso,Beverages,Offline,C,1/21/12,Sub-Saharan Africa,2/14/12
873874700,Malawi,Snacks,Offline,C,11/10/13,Sub-Saharan Africa,11/16/13
829195106,Thailand,Vegetables,Online,L,7/21/12,Asia,8/14/12
710206735,Romania,Vegetables,Offline,H,5/21/13,Europe,6/30/13
963833415,Cambodia,Beverages,Offline,H,4/27/11,Asia,4/29/11
757311475,South Africa,Baby Food,Offline,C,7/11/17,Sub-Saharan Africa,8/8/17
228189742,United Kingdom,Office Supplies,Offline,C,2/28/10,Europe,3/17/10
934329545,Denmark,Clothes,Online,M,11/20/13,Europe,12/25/13
903904712,Laos,Snacks,Offline,H,10/10/12,Asia,11/15/12
485401570,Ireland,Fruits,Offline,H,9/7/14,Europe,10/14/14
997618949,Czech Republic,Office Supplies,Online,L,3/6/17,Europe,4/19/17
679668176,Namibia,Snacks,Online,C,4/24/11,Sub-Saharan Africa,5/17/11
540973079,Pakistan,Snacks,Offline,L,9/17/15,Middle East and North Africa,10/20/15
311269986,Cote d'Ivoire,Clothes,Offline,M,3/14/12,Sub-Saharan Africa,4/26/12
690607726,Marshall Islands,Household,Online,H,3/5/10,Australia and Oceania,3/16/10
199347627,Iceland,Snacks,Online,M,7/11/12,Europe,7/22/12
128163516,Uganda,Cosmetics,Online,C,11/5/11,Sub-Saharan Africa,11/5/11
488041722,Cyprus,Household,Online,L,12/7/16,Europe,12/9/16
460281074,Lesotho,Vegetables,Offline,L,3/1/11,Sub-Saharan Africa,3/31/11
646492898,Hungary,Snacks,Offline,H,10/26/16,Europe,11/1/16
818601024,Ukraine,Baby Food,Offline,C,8/12/15,Europe,9/27/15
368841779,Belize,Office Supplies,Online,H,1/12/13,Central America and the Caribbean,2/5/13
559763991,United Arab Emirates,Household,Online,L,11/8/11,Middle East and North Africa,11/13/11
474228990,Oman,Fruits,Online,L,11/28/15,Middle East and North Africa,12/16/15
165410602,Poland,Personal Care,Offline,C,2/27/11,Europe,3/27/11
206795156,South Africa,Baby Food,Online,C,12/7/14,Sub-Saharan Africa,12/22/14
342181479,Guinea,Snacks,Offline,M,7/18/11,Sub-Saharan Africa,9/3/11
835680902,Denmark,Cosmetics,Offline,C,8/26/16,Europe,8/29/16
221717250,Turkmenistan,Cosmetics,Online,M,12/1/12,Asia,12/6/12
255026853,Saint Kitts and Nevis ,Snacks,Offline,L,5/8/14,Central America and the Caribbean,6/11/14
960658538,Republic of the Congo,Cereal,Offline,H,2/2/17,Sub-Saharan Africa,2/13/17
183973634,Sri Lanka,Snacks,Offline,C,10/10/10,Asia,10/30/10
340645968,Nauru,Beverages,Online,C,8/10/12,Australia and Oceania,9/13/12
766661870,Armenia,Beverages,Offline,L,7/28/10,Europe,9/4/10
868320167,Ukraine,Household,Offline,L,8/22/12,Europe,8/28/12
572232186,Palau,Meat,Online,L,9/15/12,Australia and Oceania,10/11/12
775321757,Czech Republic,Cereal,Offline,H,2/3/17,Europe,2/25/17
194825208,Lebanon,Household,Offline,C,6/19/10,Middle East and North Africa,7/24/10
318291366,Belize,Household,Online,C,8/18/12,Central America and the Caribbean,9/27/12
453581559,Belgium,Vegetables,Online,C,3/3/14,Europe,3/31/14
878869616,Angola,Snacks,Online,M,7/8/10,Sub-Saharan Africa,8/6/10
592641866,Malawi,Cosmetics,Offline,L,4/26/13,Sub-Saharan Africa,5/29/13
463697135,Andorra,Meat,Offline,M,5/7/16,Europe,5/27/16
981146752,United Kingdom,Personal Care,Offline,H,6/14/14,Europe,7/20/14
904414546,Georgia,Office Supplies,Offline,L,11/21/14,Europe,12/1/14
413236844,Spain,Household,Offline,M,11/6/10,Europe,12/15/10
657662475,South Korea,Cosmetics,Online,L,7/7/15,Asia,7/12/15
608052766,Indonesia,Office Supplies,Online,M,11/2/12,Asia,11/8/12
205081546,Mauritius ,Cereal,Offline,L,5/8/14,Sub-Saharan Africa,6/3/14
809735143,Burundi,Meat,Offline,L,6/29/17,Sub-Saharan Africa,7/11/17
253312385,Bulgaria,Cereal,Online,C,12/27/16,Europe,12/29/16
487424600,Tunisia ,Cosmetics,Offline,H,3/14/16,Middle East and North Africa,4/30/16
833995616,Poland,Baby Food,Online,C,10/7/15,Europe,11/8/15
235261762,Guinea-Bissau,Household,Online,M,5/23/17,Sub-Saharan Africa,6/1/17
403771865,Montenegro,Office Supplies,Offline,H,6/27/12,Europe,7/17/12
872387254,Belize,Baby Food,Offline,H,4/1/16,Central America and the Caribbean,4/16/16
344281756,Burundi,Meat,Online,C,11/8/10,Sub-Saharan Africa,12/15/10
742941701,Iraq,Personal Care,Offline,M,5/31/17,Middle East and North Africa,7/10/17
462165915,Senegal,Fruits,Online,M,6/14/16,Sub-Saharan Africa,6/29/16
216065728,Liechtenstein,Cereal,Offline,C,4/11/12,Europe,5/1/12
789064967,Tanzania,Household,Online,H,1/18/14,Sub-Saharan Africa,3/8/14
785899960,Belarus,Office Supplies,Offline,C,11/4/16,Europe,11/12/16
681619536,Palau,Baby Food,Offline,C,1/8/13,Australia and Oceania,2/23/13
571585023,Algeria,Household,Online,L,2/23/11,Middle East and North Africa,3/14/11
621470248,Spain,Clothes,Online,L,1/25/17,Europe,2/19/17
617261540,Canada,Vegetables,Online,C,12/22/14,North America,1/17/15
415257728,Egypt,Clothes,Online,M,8/19/16,Middle East and North Africa,9/8/16
392070138,Qatar,Beverages,Online,M,2/24/12,Middle East and North Africa,3/14/12
994622600,Uganda,Beverages,Offline,C,8/18/11,Sub-Saharan Africa,9/11/11
490151441,Belarus,Personal Care,Offline,M,2/5/11,Europe,3/26/11
816205489,South Sudan,Snacks,Online,C,6/7/11,Sub-Saharan Africa,7/23/11
830646073,Indonesia,Cosmetics,Offline,H,7/28/14,Asia,8/26/14
361647021,United Kingdom,Personal Care,Online,L,3/1/12,Europe,3/4/12
657694661,Tuvalu,Office Supplies,Online,M,1/27/12,Australia and Oceania,3/2/12
337587821,Spain,Vegetables,Offline,L,11/7/11,Europe,12/7/11
340437829,Samoa ,Personal Care,Offline,C,2/18/10,Australia and Oceania,2/24/10
775668513,Ethiopia,Clothes,Online,M,5/26/10,Sub-Saharan Africa,6/15/10
473016202,India,Baby Food,Online,C,3/10/17,Asia,4/22/17
132529723,Monaco,Meat,Offline,L,3/8/17,Europe,4/8/17
974570405,Portugal,Office Supplies,Online,L,4/9/13,Europe,4/17/13
689812076,Vanuatu,Clothes,Online,M,3/10/13,Australia and Oceania,4/12/13
189241063,Mauritius ,Meat,Offline,H,8/5/10,Sub-Saharan Africa,9/3/10
454156196,Nepal,Household,Online,C,7/29/11,Asia,8/5/11
286168801,Tanzania,Clothes,Offline,L,9/13/15,Sub-Saharan Africa,10/27/15
357202708,Benin,Snacks,Online,L,4/2/12,Sub-Saharan Africa,5/22/12
959494245,Gabon,Vegetables,Offline,C,4/18/14,Sub-Saharan Africa,4/20/14
655592238,Sudan,Beverages,Offline,M,1/10/17,Sub-Saharan Africa,1/26/17
328358018,Cameroon,Baby Food,Offline,C,9/16/16,Sub-Saharan Africa,10/5/16
930965411,Iran,Cereal,Offline,H,6/15/14,Middle East and North Africa,7/12/14
336900746,Tunisia ,Meat,Offline,M,6/9/12,Middle East and North Africa,6/29/12
989962852,Libya,Meat,Offline,H,2/13/10,Middle East and North Africa,2/28/10
454263055,Somalia,Fruits,Online,H,8/5/15,Middle East and North Africa,9/18/15
864225184,Zimbabwe,Beverages,Online,C,7/6/11,Sub-Saharan Africa,7/31/11
374585568,Comoros,Vegetables,Offline,L,11/19/11,Sub-Saharan Africa,12/30/11
810393035,San Marino,Clothes,Online,M,11/9/12,Europe,11/21/12
917008912,New Zealand,Clothes,Offline,L,8/21/11,Australia and Oceania,9/14/11
410107028,Bosnia and Herzegovina,Vegetables,Online,H,4/14/10,Europe,6/2/10
425673711,Mexico,Cereal,Online,M,12/4/11,North America,12/25/11
370007789,Myanmar,Household,Offline,C,12/15/16,Asia,12/30/16
169720590,Turkey,Household,Offline,M,9/16/11,Middle East and North Africa,10/5/11
721735942,Ethiopia,Household,Offline,L,1/24/10,Sub-Saharan Africa,2/1/10
743290174,Algeria,Snacks,Offline,H,11/5/11,Middle East and North Africa,11/25/11
821932113,Poland,Household,Online,L,2/19/14,Europe,3/24/14
265523087,Canada,Vegetables,Online,M,2/3/15,North America,3/12/15
252236926,Saint Lucia,Cereal,Online,L,2/22/10,Central America and the Caribbean,3/3/10
680559957,Federated States of Micronesia,Beverages,Offline,M,12/10/10,Australia and Oceania,1/24/11
619291007,Tonga,Beverages,Online,C,4/5/11,Australia and Oceania,4/26/11
557541406,Kuwait,Beverages,Offline,L,7/5/13,Middle East and North Africa,8/7/13
154734981,Lithuania,Beverages,Online,C,5/21/17,Europe,6/2/17
490608060,Denmark,Personal Care,Online,L,1/28/16,Europe,1/30/16
915209472,Mongolia,Personal Care,Online,L,3/9/15,Asia,4/17/15
398900544,Saint Vincent and the Grenadines,Household,Offline,M,10/27/13,Central America and the Caribbean,11/13/13
682355105,Monaco,Fruits,Online,L,12/6/15,Europe,12/28/15
426559484,Comoros,Beverages,Offline,C,5/22/11,Sub-Saharan Africa,5/24/11
162812507,Afghanistan,Baby Food,Offline,C,1/23/10,Middle East and North Africa,3/9/10
942725503,Bulgaria,Household,Online,M,4/26/15,Europe,6/13/15
288222301,Vietnam,Office Supplies,Offline,H,8/23/12,Asia,10/12/12
741539227,Slovenia,Cosmetics,Offline,L,4/27/11,Europe,4/28/11
415225112,El Salvador,Cosmetics,Online,L,4/30/10,Central America and the Caribbean,6/14/10
642141282,Belize,Vegetables,Offline,C,4/16/17,Central America and the Caribbean,5/16/17
125461566,Fiji,Personal Care,Online,C,5/21/14,Australia and Oceania,7/10/14
788672292,Myanmar,Household,Online,L,2/26/15,Asia,3/6/15
125572288,Namibia,Personal Care,Online,C,4/8/15,Sub-Saharan Africa,5/26/15
650272881,Rwanda,Clothes,Offline,L,6/15/11,Sub-Saharan Africa,7/9/11
447197902,Libya,Beverages,Online,M,11/16/12,Middle East and North Africa,12/18/12
821083676,Tanzania,Personal Care,Online,M,8/13/14,Sub-Saharan Africa,9/12/14
446979033,Tunisia ,Fruits,Online,L,8/6/16,Middle East and North Africa,8/17/16
320245301,Greenland,Cosmetics,Offline,C,3/31/12,North America,5/7/12
606556308,Ireland,Clothes,Online,M,12/24/14,Europe,12/28/14
191898381,Cyprus,Cereal,Online,H,7/24/16,Europe,8/16/16
732570350,Albania,Office Supplies,Online,H,8/12/13,Europe,9/25/13
805183541,North Korea,Clothes,Offline,L,5/21/11,Asia,6/17/11
856661784,Senegal,Cosmetics,Offline,H,5/29/12,Sub-Saharan Africa,6/22/12
954241406,Guinea-Bissau,Office Supplies,Online,H,9/17/12,Sub-Saharan Africa,11/5/12
335471236,Belgium,Office Supplies,Online,H,3/4/13,Europe,3/6/13
558212602,Madagascar,Snacks,Offline,H,9/24/15,Sub-Saharan Africa,9/24/15
550639331,Indonesia,Meat,Offline,M,1/12/12,Asia,3/1/12
661237752,Benin,Clothes,Online,C,7/3/17,Sub-Saharan Africa,7/14/17
408806693,Equatorial Guinea,Vegetables,Offline,C,7/27/14,Sub-Saharan Africa,9/10/14
732457482,Iraq,Personal Care,Offline,C,12/31/16,Middle East and North Africa,1/17/17
841613948,Denmark,Snacks,Offline,M,2/17/13,Europe,3/25/13
466012418,Latvia,Office Supplies,Offline,C,1/29/15,Europe,2/18/15
305701720,Tuvalu,Meat,Offline,M,2/3/17,Australia and Oceania,3/4/17
681043183,Guatemala,Cosmetics,Offline,M,6/27/14,Central America and the Caribbean,7/31/14
182710635,Vietnam,Personal Care,Offline,C,1/2/15,Asia,2/15/15
621690404,Iceland,Personal Care,Offline,C,4/19/12,Europe,5/23/12
279281318,Romania,Cereal,Offline,L,6/16/12,Europe,6/29/12
657094705,Slovakia,Beverages,Offline,M,1/20/15,Europe,1/28/15
627054393,Sudan,Snacks,Online,M,12/8/16,Sub-Saharan Africa,1/8/17
481396710,Bangladesh,Office Supplies,Online,C,1/12/16,Asia,1/20/16
582670485,Belize,Vegetables,Online,L,2/7/15,Central America and the Caribbean,2/12/15
913737046,Oman,Beverages,Online,H,5/31/10,Middle East and North Africa,7/19/10
627770221,Nauru,Snacks,Offline,L,8/26/10,Australia and Oceania,8/30/10
298256337,Cameroon,Cosmetics,Offline,H,6/2/10,Sub-Saharan Africa,6/5/10
568994224,Comoros,Vegetables,Online,M,9/28/16,Sub-Saharan Africa,10/10/16
804095208,Morocco,Meat,Offline,L,1/3/15,Middle East and North Africa,1/15/15
437983119,Ghana,Clothes,Online,L,7/30/10,Sub-Saharan Africa,8/21/10
325394284,Nigeria,Cereal,Offline,L,6/19/17,Sub-Saharan Africa,7/14/17
491377532,Belarus,Meat,Offline,C,9/2/16,Europe,10/15/16
581294190,South Sudan,Snacks,Offline,L,12/21/12,Sub-Saharan Africa,12/28/12
310818088,Democratic Republic of the Congo,Beverages,Online,L,1/3/16,Sub-Saharan Africa,2/14/16
815935552,Sierra Leone,Vegetables,Online,M,9/30/13,Sub-Saharan Africa,11/2/13
602945411,Cote d'Ivoire,Beverages,Offline,M,3/5/14,Sub-Saharan Africa,3/8/14
498458993,Haiti,Cereal,Online,M,3/7/11,Central America and the Caribbean,4/17/11
499400126,Qatar,Office Supplies,Offline,M,1/31/11,Middle East and North Africa,2/21/11
223005139,Bahrain,Fruits,Offline,M,9/13/13,Middle East and North Africa,10/16/13
256822860,Lithuania,Beverages,Online,L,2/12/16,Europe,2/15/16
808714616,Namibia,Personal Care,Online,H,6/26/16,Sub-Saharan Africa,7/18/16
356854236,Cape Verde,Personal Care,Offline,C,3/31/10,Sub-Saharan Africa,4/19/10
599728047,Algeria,Beverages,Offline,L,8/11/16,Middle East and North Africa,9/15/16
606134879,Gabon,Personal Care,Online,C,3/19/14,Sub-Saharan Africa,5/8/14
865186059,Kiribati,Meat,Online,M,1/15/13,Australia and Oceania,1/23/13
136305415,United Kingdom,Personal Care,Online,L,10/13/12,Europe,11/24/12
399229276,Qatar,Personal Care,Online,H,3/15/14,Middle East and North Africa,4/29/14
104006469,Bahrain,Fruits,Online,H,5/1/15,Middle East and North Africa,5/1/15
920998322,Denmark,Baby Food,Online,L,4/11/15,Europe,4/18/15
990878665,Taiwan,Household,Online,H,5/30/10,Asia,7/17/10
774633824,Malawi,Meat,Offline,H,5/1/13,Sub-Saharan Africa,5/22/13
